id,sentenceId,policyId,appId
1346,"Specifically, we may use your Non-personal Information to this data may be used for internal purposes such as personalization of content and contextual (not behavioral) advertising.",7,com.bros.game.bubble.shooter.alice.in.wonderland
1347,"If you submit a support request, we may receive your email address and other information you provide related to your support request (""Support Information"").",4,com.bros.game.bubble.shooter.alice.in.wonderland
1348,"If you are a parent of a child under 13 years of age and you believe your child has provided us with Personal Information, please contact us at rmsgamesforkidsseller@gmail.com",1,com.bros.game.bubble.shooter.alice.in.wonderland
1349,"We may collect Non-personal Information, such as a device ID or other persistent identifier linked to the device or computer, which may be used by a child to play our Websites/Apps.",7,com.bros.game.bubble.shooter.alice.in.wonderland
1350,"We may collect Non-personal Information, such as a device ID or other persistent identifier linked to the device or computer, which may be used by a child to play our Websites/Apps.",6,com.bros.game.bubble.shooter.alice.in.wonderland
1351,"We don't rent, sell or share your email address unless we have your express consent and in the following circumstances: We may share your Support Information with our support providers, but only for the purpose of providing support to you.",4,com.bros.game.bubble.shooter.alice.in.wonderland
1352,"We don't rent, sell or share your email address unless we have your express consent and in the following circumstances: We may share your email address and Support Information: to protect the security or integrity of our website and Apps, to take precautions against liability; to respond to judicial process, or to the extent permitted under other provisions of law, to provide information to law enforcement agencies or for an investigation on a matter related to public safety; and where such information is not used for any other purpose, all in compliance with Section 312.5(c)(6) of the COPPA rules effective July 1, 2013.",4,com.bros.game.bubble.shooter.alice.in.wonderland
1353,"In addition, we automatically collect certain information and analytical data related to your use of the Site and Application (""Usage Information"").",14,com.auctionmobility.auctions.helmauction
1354,We do not sell or rent your Personal Data to third parties..,1,com.auctionmobility.auctions.helmauction
1355,We do not sell or rent your Personal Data to third parties..,15,com.auctionmobility.auctions.helmauction
1356,"We share your Individual Information and Usage Information with the Auction House for their business purposes, including marketing purposes.",14,com.auctionmobility.auctions.helmauction
1357,The ways we may share your Personal Data are outlined below.,1,com.auctionmobility.auctions.helmauction
1358,"We may disclose Personal Data to our third party service providers to provide you with the Services, including our third party payment processor.",2,com.auctionmobility.auctions.helmauction
1359,"We may disclose Personal Data to our third party service providers to provide you with the Services, including our third party payment processor.",1,com.auctionmobility.auctions.helmauction
1360,"We may disclose Personal Data to your agent or legal representative (such as the holder of a power of attorney that you grant, or a guardian appointed for you) and may request identity verification before disclosing Personal Data in such a case.",2,com.auctionmobility.auctions.helmauction
1361,"We may disclose Personal Data to your agent or legal representative (such as the holder of a power of attorney that you grant, or a guardian appointed for you) and may request identity verification before disclosing Personal Data in such a case.",1,com.auctionmobility.auctions.helmauction
1362,"We collect certain information about your mobile device automatically, such as the type of mobile device you use, your mobile device's unique device ID, the Internet Protocol address of your mobile device, your mobile device operating system, location, the type of mobile device Internet browser you use, and information about the way you use the Application.",6,com.auctionmobility.auctions.helmauction
1363,"We collect certain information about your mobile device automatically, such as the type of mobile device you use, your mobile device's unique device ID, the Internet Protocol address of your mobile device, your mobile device operating system, location, the type of mobile device Internet browser you use, and information about the way you use the Application.",21,com.auctionmobility.auctions.helmauction
1364,"We collect certain information about your mobile device automatically, such as the type of mobile device you use, your mobile device's unique device ID, the Internet Protocol address of your mobile device, your mobile device operating system, location, the type of mobile device Internet browser you use, and information about the way you use the Application.",18,com.auctionmobility.auctions.helmauction
1365,"In some cases, we receive personal information from our group companies, and we share personal information with our group companies.",1,com.kayak.android
1366,"You may have certain rights or choices that relate to your personal information, including choices about how we share your personal information with others.",1,com.kayak.android
1367,"In some cases, we also obtain personal information from third parties (e.g., our group companies, business partners, third-party websites, applications, and services, and others).",1,com.kayak.android
1368,"As you visit or use our Services, we collect the following categories of personal information directly from you: personal details (such as your name, age, birthday, gender)",1,com.kayak.android
1369,"As you visit or use our Services, we collect the following categories of personal information directly from you: personal details (such as your name, age, birthday, gender)",5,com.kayak.android
1370,"As you visit or use our Services, we collect the following categories of personal information directly from you: contact information (such as email address, address, phone number)",17,com.kayak.android
1371,"As you visit or use our Services, we collect the following categories of personal information directly from you: contact information (such as email address, address, phone number)",4,com.kayak.android
1372,"As you visit or use our Services, we collect the following categories of personal information directly from you: contact information (such as email address, address, phone number)",1,com.kayak.android
1373,"As you visit or use our Services, we collect the following categories of personal information directly from you: contact information (such as email address, address, phone number)",16,com.kayak.android
1374,"As you visit or use our Services, we collect the following categories of personal information directly from you: booking information (such as, for each traveler, the traveler's name, frequent flyer details, passport number, redress control number, country of citizenship, booking reference number, and itinerary, which may include name of airline or carrier, hotel accommodation and vessel, port of destination, port of arrival, date and time of departure and check-in, date and time of arrival and check-out, meal preferences, luggage information, and layover information)",1,com.kayak.android
1375,"As you visit or use our Services, we collect the following categories of personal information directly from you: account information (such as login credentials, including email address and password, and account settings)",1,com.kayak.android
1376,"As you visit or use our Services, we collect the following categories of personal information directly from you: account information (such as login credentials, including email address and password, and account settings)",58,com.kayak.android
1377,"As you visit or use our Services, we collect the following categories of personal information directly from you: social media data (if you choose to link your KAYAK account with a social media account, KAYAK may collect personal information such as name, age, gender, photograph, and other personal information relating to your social media account)",1,com.kayak.android
1378,"As you visit or use our Services, we collect the following categories of personal information directly from you: billing information (such as credit, debit, or other payment card information and billing address)",1,com.kayak.android
1379,"As you visit or use our Services, we collect the following categories of personal information directly from you: your contacts (such as contact information of people you add to, or notify of, your reservations or itineraries through our Services)",1,com.kayak.android
1380,"As you visit or use our Services, we collect the following categories of personal information directly from you: your preferences (such as your home airport, seating preferences, meal preferences, communication preferences, and other preference information you provide us)",1,com.kayak.android
1381,"As you visit or use our Services, we collect the following categories of personal information directly from you: reviews you submit (including any screenname you publish under or any personal information you include about yourself or others in such review)",1,com.kayak.android
1382,"As you visit or use our Services, we collect the following categories of personal information directly from you: content you publish (including your travel recommendations and any personal information you include about yourself or others, or in content you publish in your Guide or other mediums provided by us)",1,com.kayak.android
1383,"As you visit or use our Services, we collect the following categories of personal information directly from you: photos of you (such as when you add a photo of yourself to your profile, upload photos to a review, or link your social media account to your KAYAK account)",1,com.kayak.android
1384,"As you visit or use our Services, we collect the following categories of personal information directly from you: communications you send us (such as questions, conversations, complaints, or other information that you may submit to our support team)",1,com.kayak.android
1385,"As you visit or use our Services, we collect the following categories of personal information directly from you: promotion information (if you choose to participate in a contest, sweepstakes, or similar campaign, we will collect any information you provide in relation to such activity, such as photos, images, captions, or other content, in accordance with the terms provided at that time)",1,com.kayak.android
1386,"As you visit or use our Services, we collect the following categories of personal information directly from you: other information you may provide (including other information you provide about yourself or others through our Services or to which you provide us with access via third-party platforms)",1,com.kayak.android
1387,"you visit or use our Services, we automatically collect certain information about your device (e.g., your mobile device, computer, or tablet), including information about your hardware and software, device configuration, and nearby networks.",21,com.kayak.android
1388,"We also automatically collect personal information about your usage of the Services, including information about your searches, statistics about the travel itineraries you share with us, how you interact with the features of our Services and the links you click, your preferences, access times, referring URL, and performance of our Services.",1,com.kayak.android
1389,"If you use our Services, we automatically collect approximate location information about you (such as your city) or, with your consent, precise geographic location data from your mobile device when the app is running and when it is not running, depending on the choices you make when you are asked to consent to our collection of location information.",18,com.kayak.android
1390,"We may also receive certain categories of personal information from third parties, such as third-party websites, applications, social media networks, and services (each, a ""third-party platform""), our group companies, travel partners, and other third parties, including individuals who have shared their travel itineraries with you through our Trips service.",1,com.kayak.android
1391,"The categories of personal information we may obtain from third parties includes social media data, if you connect to our Services using a social media third-party platform or interact with KAYAK by liking or commenting on our social media pages or content, we may receive information from that social media third-party platform about those interactions and from your social media profile (e.g., name, age, gender, photograph, and other personal information related to that account)",5,com.kayak.android
1392,"The categories of personal information we may obtain from third parties includes social media data, if you connect to our Services using a social media third-party platform or interact with KAYAK by liking or commenting on our social media pages or content, we may receive information from that social media third-party platform about those interactions and from your social media profile (e.g., name, age, gender, photograph, and other personal information related to that account)",1,com.kayak.android
1393,"We use your personal information for the following purposes (""Purposes""), to: provide the Services, which includes providing you with the services, products, and functionality offered through our Services and fulfilling your requests, including, but not limited to: facilitating and processing bookings with our travel partners, reviewing travel partners, paying for travel partners' products and services through our Services, and notifying people you add to, or otherwise request to notify of, your bookings through the Services",1,com.kayak.android
1394,"We use your personal information for the following purposes (""Purposes""), to: providing Trips services, including automatically creating a ""Trips"" account for you if you make a booking using our Services.",1,com.kayak.android
1395,"If you sign up for the synchronization of your emails to our Trips service, we access the emails in the email accounts you have connected to your Trips account, to regularly review these emails in order to identify those that are booking confirmations that we can import into our Trips service, to parse these emails and to add the information we have collected (including a copy of the email to your Trips account) (see below for more detail on Trips Services)",4,com.kayak.android
1396,"We use your personal information for the following purposes (""Purposes""), to: authenticate your account credentials and identify you, as necessary to log you in to the Services and ensure the security of your account",1,com.kayak.android
1397,"We use your personal information for the following purposes (""Purposes""), to: show your reservations and bookings made through the websites, applications, and services of our group companies, such as Booking.com or OpenTable, on your account page",1,com.kayak.android
1398,"We use your personal information for the following purposes (""Purposes""), to: communicate with you about your account or use of our Services, products, and functionality (e.g., soliciting reviews and feedback, sending alerts and notifications you have subscribed to, providing updates regarding itineraries processed by our Trips service, sending you booking confirmations, sending you information servicing and administrative emails or other notices required by law); respond to, or follow up on, your comments and questions; and otherwise provide customer service (see below for more detail on Electronic Communications)",1,com.kayak.android
1399,"We use your personal information for the following purposes (""Purposes""), to: send you marketing communications, including communicating with you about services or products offered by KAYAK, our group companies, or our business partners and other marketing communications that we believe you would be interested in, as permitted by law (see below for more detail on Electronic Communications and Your Choices and Rights)",1,com.kayak.android
1400,"We use your personal information for the following purposes (""Purposes""), to: operate and improve our Services and develop new products and services, including using analytics to better understand how you use our Services for purposes of product, website, application and service development and to enhance the user experience",1,com.kayak.android
1401,"We use your personal information for the following purposes (""Purposes""), to: process and deliver contest entries and rewards",1,com.kayak.android
1402,"We use your personal information for the following purposes (""Purposes""), to: process your payment information",1,com.kayak.android
1403,"We use your personal information for the following purposes (""Purposes""), to: provide services and information to travel partners, such as providing user feedback and usage details",1,com.kayak.android
1404,"We use your personal information for the following purposes (""Purposes""), to: tailor your experience with our Services, such as by making inferences or combining different pieces of information we have collected about you to offer better search results or otherwise tailor our Services to you according to your preferences or restrictions.",1,com.kayak.android
1405,"We use your personal information for the following purposes (""Purposes""), to: provide you more relevant advertising on and off our Services, including to show you personalized offers and advertising on and off our Services.",1,com.kayak.android
1406,"We use your personal information for the following purposes (""Purposes""), to: protect against, investigate, and deter fraudulent, unauthorized, or illegal activity",1,com.kayak.android
1407,"We use your personal information for the following purposes (""Purposes""), to: comply with our policies, procedures and legal obligations, including complying with law enforcement or government authority requests, addressing litigation-related issues, and exercising rights or obligations conferred by law",1,com.kayak.android
1408,"We use your personal information for the following purposes (""Purposes""), to: as otherwise consented to by you and as required or permitted by applicable law.",1,com.kayak.android
1409,"If you sign up for the synchronization of your emails to our Trips service, you authorize us to access the emails in the email accounts you have connected to Trips, to regularly review these emails in order to identify those that are booking confirmations that we can import into our Trips service, to parse these emails automatically or manually and to add the information we have collected to your Trips account (including saving a copy of the original email to your Trips account).",4,com.kayak.android
1410,"When we use personal information to meet our legitimate interests, we take steps to ensure that your rights to your personal information are not infringed.",1,com.kayak.android
1411,We disclose the personal information we collect (or otherwise generate or obtain) as follows with our travel partners.,1,com.kayak.android
1412,We disclose the personal information we collect (or otherwise generate or obtain) as follows with our group companies in our corporate family.,1,com.kayak.android
1413,We disclose the personal information we collect (or otherwise generate or obtain) as follows with other business partners.,1,com.kayak.android
1414,We disclose the personal information we collect (or otherwise generate or obtain) as follows trips shared by you.,1,com.kayak.android
1415,We disclose the personal information we collect (or otherwise generate or obtain) as follows with social networking services.,1,com.kayak.android
1416,We disclose the personal information we collect (or otherwise generate or obtain) as follows third-party services or applications you use to log into your account.,1,com.kayak.android
1417,"If you use a third-party service or application (e.g., Facebook) to log into your KAYAK account, we share certain personal information with that third party.",2,com.kayak.android
1418,"If you use a third-party service or application (e.g., Facebook) to log into your KAYAK account, we share certain personal information with that third party.",1,com.kayak.android
1419,We disclose the personal information we collect (or otherwise generate or obtain) as follows how We Store and Protect Your Information.,1,com.kayak.android
1420,We disclose the personal information we collect (or otherwise generate or obtain) as follows content you publish.,1,com.kayak.android
1421,We disclose the personal information we collect (or otherwise generate or obtain) as follows to process payments.,1,com.kayak.android
1422,We disclose the personal information we collect (or otherwise generate or obtain) as follows with other service providers.,1,com.kayak.android
1423,We disclose the personal information we collect (or otherwise generate or obtain) as follows in the event of a corporate transaction.,1,com.kayak.android
1424,We disclose the personal information we collect (or otherwise generate or obtain) as follows to protect rights and property.,1,com.kayak.android
1425,We disclose the personal information we collect (or otherwise generate or obtain) as follows to comply with and as required by law.,1,com.kayak.android
1426,"We may disclose your personal information to government authorities or other relevant third parties in order to comply with applicable legal requirements, judicial proceedings, court orders, legal process, or lawful requests from governmental authorities.",1,com.kayak.android
1427,"We may disclose your personal information to government authorities or other relevant third parties in order to comply with applicable legal requirements, judicial proceedings, court orders, legal process, or lawful requests from governmental authorities.",2,com.kayak.android
1428,We disclose the personal information we collect (or otherwise generate or obtain) as follows aggregate Information.,1,com.kayak.android
1429,We may also share aggregate or de-identified information with third parties at our discretion.,53,com.kayak.android
1430,We may also share aggregate or de-identified information with third parties at our discretion.,7,com.kayak.android
1431,We disclose the personal information we collect (or otherwise generate or obtain) as follows at your request.,1,com.kayak.android
1432,"As explained in more detail in the Information We Collect and Use section above, we collect information about your location if you enable location services through the settings in your mobile device, or with your consent, as may be required by law.",18,com.kayak.android
1433,"In addition to the rights described above in this section, you may have the following additional rights regarding your personal information, depending on where you reside and under applicable local law: the right to object to how we use your personal information if the legal basis for processing that information is our legitimate interest.",1,com.kayak.android
1434,"In addition to the rights described above in this section, you may have the following additional rights regarding your personal information, depending on where you reside and under applicable local law: where we are using your personal information on the basis of your consent, and where applicable under local law, you have the right to withdraw that consent at any time.",1,com.kayak.android
1435,"If we make any changes to the Privacy Policy that materially impact previously collected personal information about you, we will make reasonable efforts to provide notice and obtain consent to any such changes as may be required by law.",1,com.kayak.android
1436,"On mobile websites and mobile applications, we use device IDs and / or Advertising IDs in a similar manner to which we use cookies.",33,com.kayak.android
1437,"On mobile websites and mobile applications, we use device IDs and / or Advertising IDs in a similar manner to which we use cookies.",6,com.kayak.android
1438,"To the extent the cookies we use for these purposes lead to the processing of your personal information, details about how we use that personal information and your rights over that personal information are discussed in our Privacy Policy.",1,com.kayak.android
1439,"In order to customize these ads or content, we or a third party may collect de-identified usage data or other data about you which you have either voluntarily submitted to us, for example, your email address, or has been passively collected from you, such as your device identifier or IP address, where permitted.",4,com.kayak.android
1440,"In order to customize these ads or content, we or a third party may collect de-identified usage data or other data about you which you have either voluntarily submitted to us, for example, your email address, or has been passively collected from you, such as your device identifier or IP address, where permitted.",20,com.kayak.android
1441,"In order to customize these ads or content, we or a third party may collect de-identified usage data or other data about you which you have either voluntarily submitted to us, for example, your email address, or has been passively collected from you, such as your device identifier or IP address, where permitted.",61,com.kayak.android
1442,"In order to customize these ads or content, we or a third party may collect de-identified usage data or other data about you which you have either voluntarily submitted to us, for example, your email address, or has been passively collected from you, such as your device identifier or IP address, where permitted.",9,com.kayak.android
1443,"However, if we share your email address, we share it solely in hashed, non-human-readable form.",4,com.kayak.android
1444,"We may collect personal identification information from Users in a variety of ways, including, but not limited to, when Users visit our site, subscribe to the newsletter, respond to a survey, fill out a form, and in connection with other activities, services, features or resources we make available on our Site.",1,com.smgstudio.omd
1445,We will collect personal identification information from Users only if they voluntarily submit such information to us.,1,com.smgstudio.omd
1446,"We may collect non-personal identification information about Users whenever they interact with our Site. Non-personal identification information may include the browser name, the type of computer and technical information about Users means of connection to our Site, such as the operating system and the Internet service providers utilized and other similar information.",7,com.smgstudio.omd
1447,"We may share generic aggregated demographic information not linked to any personal identification information regarding visitors and users with our business partners, trusted affiliates and advertisers for the purposes outlined above.",10,com.smgstudio.omd
1448,"The CCPA addresses changes in technology, data practices, and privacy concerns by establishing rules and procedures to help empower consumers to control how businesses collect, use, and share personal information.",2,com.aspiration.app
1449,"Over the past twelve months, Aspiration's direct and indirect collection of Personal Information has fallen into the following categories, although we may not gather, use, or share every specific piece of Personal Information from every consumer: identifiers: Name, alias, postal address, unique personal identifier, online identifier, Internet Protocol address, email address, account name, social security number, driver's license number, passport number, or other similar identifiers.",80,com.aspiration.app
1450,"Over the past twelve months, Aspiration's direct and indirect collection of Personal Information has fallen into the following categories, although we may not gather, use, or share every specific piece of Personal Information from every consumer: identifiers: Name, alias, postal address, unique personal identifier, online identifier, Internet Protocol address, email address, account name, social security number, driver's license number, passport number, or other similar identifiers.",81,com.aspiration.app
1451,"Over the past twelve months, Aspiration's direct and indirect collection of Personal Information has fallen into the following categories, although we may not gather, use, or share every specific piece of Personal Information from every consumer: identifiers: Name, alias, postal address, unique personal identifier, online identifier, Internet Protocol address, email address, account name, social security number, driver's license number, passport number, or other similar identifiers.",3,com.aspiration.app
1452,"Over the past twelve months, Aspiration's direct and indirect collection of Personal Information has fallen into the following categories, although we may not gather, use, or share every specific piece of Personal Information from every consumer: geolocation and Household data.",56,com.aspiration.app
1453,"We use your Personal Information to provide you with our Services, to communicate about additional Services, to improve our Services, to protect our Services and business interests, to comply with the laws and regulations, to conduct legitimate business purposes, to fulfill your requests, and for any other purpose to which you consent under our Terms of Use, or as described in this Policy or our Privacy Notice.",1,com.aspiration.app
1454,"We will only share Personal Information with third parties as described in this Policy, for any purpose to which you consent or direct, or as required by law.",1,com.aspiration.app
1455,"We will only share Personal Information with third parties as described in this Policy, for any purpose to which you consent or direct, or as required by law.",2,com.aspiration.app
1456,"In order for you to receive our Services, Aspiration shares your Personal Information with certain third-parties, affiliates, banking partners, service providers, data aggregators, consumer protection and fraud services providers, and data processors (""Affiliates"").",2,com.aspiration.app
1457,"Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to account opening and validation.",2,com.aspiration.app
1458,"Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to account operations and administration.",2,com.aspiration.app
1459,"Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to facilitating your referrals.",2,com.aspiration.app
1460,"Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to advertising and marketing our Services.",2,com.aspiration.app
1461,"Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to complying with federal, state, and local laws, including regulations.",2,com.aspiration.app
1462,"Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to processing your transactions and commercial activity.",2,com.aspiration.app
1463,"Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to sending Fund information and communications to clients.",2,com.aspiration.app
1464,"Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to improving Aspiration Services; and",2,com.aspiration.app
1465,"Aspiration and Affiliates may collect, use, and share Personal Information for reasons that include but are not limited to protecting the security and integrity of our business assets.",2,com.aspiration.app
1466,"We may also share your Personal Information with relevant third parties in the event of a reorganization, merger, sale, joint venture, assignment, transfer, or other disposition of all or any portion of our business, stock, or assets (including in connection with any bankruptcy or similar proceedings).",1,com.aspiration.app
1467,"We may also share your Personal Information with relevant third parties in the event of a reorganization, merger, sale, joint venture, assignment, transfer, or other disposition of all or any portion of our business, stock, or assets (including in connection with any bankruptcy or similar proceedings).",2,com.aspiration.app
1468,We will also share Personal Information with Affiliates in order to respond to legitimate and legal requests from governmental authorities or in connection with other legal proceedings.,1,com.aspiration.app
1469,We will also share Personal Information with Affiliates in order to respond to legitimate and legal requests from governmental authorities or in connection with other legal proceedings.,2,com.aspiration.app
1470,"We will also share Personal Information with Affiliates in other ways necessary to comply with applicable law, as well as to investigate, prevent, or take action regarding illegal activities, suspected fraud, violation of our rights or the rights of others, situations involving potential threats to the physical safety of any person (or any other similar situation), or violations of this Policy, our Terms of Use, or our Privacy Notice.",1,com.aspiration.app
1471,"We will also share Personal Information with Affiliates in other ways necessary to comply with applicable law, as well as to investigate, prevent, or take action regarding illegal activities, suspected fraud, violation of our rights or the rights of others, situations involving potential threats to the physical safety of any person (or any other similar situation), or violations of this Policy, our Terms of Use, or our Privacy Notice.",2,com.aspiration.app
1472,"When you interact with these campaigns, we may collect, use, and share certain personal and non-personally identifiable information, such as demographic details, interests, and contact information.",17,com.aspiration.app
1473,"When you interact with these campaigns, we may collect, use, and share certain personal and non-personally identifiable information, such as demographic details, interests, and contact information.",10,com.aspiration.app
1474,"When you interact with these campaigns, we may collect, use, and share certain personal and non-personally identifiable information, such as demographic details, interests, and contact information.",7,com.aspiration.app
1475,"We use industry-standard encryption to ensure your personal information is protected when it is sent to and from our website or app, and when it's stored.",1,com.aspiration.app
1476,"When we periodically audit our systems and Affiliate systems, we may share your Personal Information with Affiliates in order to better secure our Services and business assets.",2,com.aspiration.app
1477,"When we periodically audit our systems and Affiliate systems, we may share your Personal Information with Affiliates in order to better secure our Services and business assets.",1,com.aspiration.app
1478,Aspiration also maintains Personal Information to provide you with our Services and for legitimate business needs.,2,com.aspiration.app
1479,We do not sell your email address or cell phone number to anyone.,4,com.doximity.amiondroid
1480,We do not sell your email address or cell phone number to anyone.,16,com.doximity.amiondroid
1481,"We collect personal information that you provide us directly, from third party sources, and automatically when you use the Service as follows",1,com.doximity.amiondroid
1482,"We collect information about usage of these tools, such as when a member uses Dialer and the duration of a call.",14,com.doximity.amiondroid
1483,"In addition to your personal information that you provide to us directly, we collect a variety of personal information automatically when you use the Services through the use of cookies and similar technologies (e.g., pixels, web beacons and device identifiers), which we refer to as ""Log Data"" as further described in the ""Cookies and Similar Technologies"" section below.",1,com.doximity.amiondroid
1484,"We collect device information including your IP address (which is a unique numerical address that identifies your device when you access the Internet), your browser and device type and model, operating system, your ISP and mobile carrier, your advertising ID (which is a unique, user-resettable identification number associated with a mobile device), other unique identifiers associated with your computer or mobile device, and the URL of the site from which you access our site.",21,com.doximity.amiondroid
1485,"We collect device information including your IP address (which is a unique numerical address that identifies your device when you access the Internet), your browser and device type and model, operating system, your ISP and mobile carrier, your advertising ID (which is a unique, user-resettable identification number associated with a mobile device), other unique identifiers associated with your computer or mobile device, and the URL of the site from which you access our site.",24,com.doximity.amiondroid
1486,"We collect device information including your IP address (which is a unique numerical address that identifies your device when you access the Internet), your browser and device type and model, operating system, your ISP and mobile carrier, your advertising ID (which is a unique, user-resettable identification number associated with a mobile device), other unique identifiers associated with your computer or mobile device, and the URL of the site from which you access our site.",33,com.doximity.amiondroid
1487,"We do not collect precise location information unless you elect to enable location services on your device, but we do receive information about your general location at a city or zip code level through your computer's IP address and your mobile device.",18,com.doximity.amiondroid
1488,"We may obtain email addresses that we use to promote the Service to members and potential members, and prescribing and claims data that we may use to personalize content, including advertising.",4,com.doximity.amiondroid
1489,"Except as otherwise provided herein, we may use the personal information we collect about you for the following business and commercial purposes: provision of the Service",1,com.doximity.amiondroid
1490,"Also, we may create anonymous, aggregated or de-identified data from your personal information and other individuals whose personal information we collect.",1,com.doximity.amiondroid
1491,"We may use this anonymous, aggregated or de-identified data and share it with third parties for our lawful business purposes, including to analyze and improve the Services and promote our business.",7,com.doximity.amiondroid
1492,"In connection with the activities described above, we may share your personal information with third parties as follows public and Social Networks",2,com.doximity.amiondroid
1493,"In connection with the activities described above, we may share your personal information with third parties as follows public and Social Networks",1,com.doximity.amiondroid
1494,"In connection with the activities described above, we may share your personal information with third parties as follows public profiles are publicly viewable unless you create a Doximity account, claim your profile and choose to limit public viewability.",1,com.doximity.amiondroid
1495,"In connection with the activities described above, we may share your personal information with third parties as follows public profiles are publicly viewable unless you create a Doximity account, claim your profile and choose to limit public viewability.",2,com.doximity.amiondroid
1496,"Also, we may include social widgets on our sites and apps that enable you to interact with the associated social media services, e.g., to share an article, and in connection with such interaction these third parties may collect personal information about you.",2,com.doximity.amiondroid
1497,"As part of our Services, we may share your personal information with Continuing Medical Education and Continuing Education providers who provide and certify CME and CE activities that we offer through the Service, for the purpose of processing CME or CE activities in which you choose to participate, and as required for their accreditation compliance and record keeping purposes.",1,com.doximity.amiondroid
1498,"We may share your personal information in connection with a business transaction (or potential transaction) involving a corporate divestiture, merger, consolidation, acquisition, reorganization, sale or other disposition of all or any portion of the business or assets of, or equity interests in, Doximity or our corporate affiliates (including, in connection with a bankruptcy or similar proceedings).",1,com.doximity.amiondroid
1499,We may share personal information with our corporate affiliates for use consistent with this privacy policy.,1,com.doximity.amiondroid
1500,We also may share your personal information with a third party in a manner not addressed by this policy with your consent.,1,com.doximity.amiondroid
1501,We also may share your personal information with a third party in a manner not addressed by this policy with your consent.,2,com.doximity.amiondroid
1502,Google Analytics does not share your user data.,82,com.shoalmedia.garfieldsbingo
1503,"We collect the following personal data when a player logs into the Garfield's Bingo game: Facebook ID, email address, year of birth, name, IP Address.",5,com.shoalmedia.garfieldsbingo
1504,"We collect the following personal data when a player logs into the Garfield's Bingo game: Facebook ID, email address, year of birth, name, IP Address.",1,com.shoalmedia.garfieldsbingo
1505,"We collect the following personal data when a player logs into the Garfield's Bingo game: Facebook ID, email address, year of birth, name, IP Address.",4,com.shoalmedia.garfieldsbingo
1506,We collect personal data when a user connects their social media account.,1,com.shoalmedia.garfieldsbingo
1507,We may disclose your personal information if required by law or in the event of a company sale or proposed change of ownership.,1,com.shoalmedia.garfieldsbingo
1508,Garfield's Bingo may store and transfer your personal data to its affiliates and partners in and outside of EU/EEA member states and the United States in accordance with mandatory legislation and this Privacy Policy.,2,com.shoalmedia.garfieldsbingo
1509,"The application does not collect or transmit personally identifiable information, and does not monitor your personal use of the application.",11,au.com.solus.HobsonsBayLibraries
1510,"To provide ads, Google (using AAID) or Apple (using IDFA) provides us with your unique advertising identifier, which is used to anonymously identify you to advertising partners.",33,air.com.r2gamesusa.clickerheroes
1511,"To provide ads, Google (using AAID) or Apple (using IDFA) provides us with your unique advertising identifier, which is used to anonymously identify you to advertising partners.",83,air.com.r2gamesusa.clickerheroes
1512,"The Application may collect certain information automatically, including, but not limited to, the type of mobile device you use, your mobile devices unique device ID, the IP address of your mobile device, your mobile operating system, the type of mobile Internet browsers you use, and information about the way you use the Application.",14,com.atticusdigital.childfundalliance.augmentedreality
1513,"The Application may collect certain information automatically, including, but not limited to, the type of mobile device you use, your mobile devices unique device ID, the IP address of your mobile device, your mobile operating system, the type of mobile Internet browsers you use, and information about the way you use the Application.",6,com.atticusdigital.childfundalliance.augmentedreality
1514,We will not share your current location with other users or partners.,18,com.atticusdigital.childfundalliance.augmentedreality
1515,We will not share your current location with other users or partners.,41,com.atticusdigital.childfundalliance.augmentedreality
1516,"If you do not want us to use your location for the purposes set forth above, you should turn off the location services for the mobile application located in your account settings or in your mobile phone settings and within the mobile application.",18,com.atticusdigital.childfundalliance.augmentedreality
